iter	RMSE
466	1103.444336
467	1100.926894
468	1097.907481
469	1096.15099
470	1091.235664
471	1090.152428
472	1086.123896
473	1084.770589
474	1081.323504
475	1077.450016
476	1073.650637
477	1072.581169
478	1068.804379
479	1067.572341
480	1060.097885
481	1055.930242
482	1051.878303
483	1047.503498
484	1044.486685
485	1042.277431
486	1037.842411
487	1035.403498
488	1031.136484
489	1027.779556
490	1025.37198
491	1022.584222
492	1020.477589
493	1013.291194
494	1011.410384
495	1006.380786
496	1005.313002
497	1003.527146
498	999.060652
499	996.1291422
500	993.4923335
501	990.6648964
502	988.1685585
503	985.9191238
504	981.8271068
505	980.1804127
506	976.1487161
507	974.8709604
508	972.9350251
509	971.1588729
510	968.315475
511	966.4067561
512	961.9659067
513	960.2049463
514	956.2795696
515	952.9582624
516	951.3360334
517	950.0959329
518	947.6713235
519	946.068803
520	944.5129487
521	939.5260281
522	937.1693895
523	933.5490205
524	928.6277889
525	925.9358839
526	923.5849536
527	921.2374791
528	919.4795571
529	916.3179227
530	914.2317096
531	912.6917695
532	911.0200651
533	907.780362
534	905.1221306
535	902.1732747
536	899.5920234
537	897.3002413
538	895.9012909
539	894.207389
540	890.6465946
541	888.7368815
542	886.1741834
543	883.7761916
544	881.5045598
545	878.5544035
546	874.3082927
547	872.7156652
548	869.8299843
549	866.6564402
550	863.46965
551	860.8015051
552	859.2937747
553	858.1106316
554	857.3317718
555	854.9644255
556	852.9611019
557	852.3124538
558	850.6922726
559	847.8540501
560	845.6425918
561	842.4724736
562	840.9857776
563	839.7042976
564	836.9628794
565	832.3915601
566	827.76998
567	826.074876
568	823.7997023
569	823.3685928
570	821.531959
571	818.5174392
572	815.7745701
573	813.4508831
574	811.2275155
575	809.4608117
576	808.9371542
577	807.5860572
578	806.3690013
579	803.6411225
580	800.9832245
581	799.1773432
582	795.5244296
583	794.4756134
584	792.835949
585	791.2788595
586	788.0942367
587	785.9244118
588	782.8813857
589	780.2789256
590	778.7700431
591	776.7996202
592	775.5856504
593	773.5325986
594	773.0575142
595	770.8995708
596	768.8582923
597	766.9694346
598	762.0318722
599	759.8148379
600	756.9047877
601	756.1476545
602	753.2633919
603	751.8891419
604	749.5872312
605	747.8994572
606	745.6884941
607	743.823087
608	741.5004657
609	740.130515
610	738.5775955
611	737.0970384
612	735.109147
613	733.8686194
614	731.9103103
615	730.4442136
616	729.7961797
617	728.8375675
618	725.9952632
619	725.0469414
620	724.0592005
621	721.7785917
622	717.6020957
623	716.2226338
624	714.7850682
625	713.9122634
626	710.7267048
627	710.0419177
628	708.6470463
629	706.4854977
630	703.8611143
631	702.9021291
632	702.1995029
633	699.787814
634	698.7351286
635	696.7976997
636	694.596947
637	692.0665737
638	690.0803693
639	688.1433181
640	686.2434859
641	684.5924233
642	682.7348859
643	679.4867726
644	676.6842461
645	675.5729316
646	674.0292393
647	672.9950304
648	671.6561937
649	669.4057237
650	668.4911143
651	664.2992373
652	662.2265871
653	658.5365797
654	655.9878888
655	654.9488481
656	653.6215462
657	652.2368878
658	650.6872765
659	648.9954943
660	647.6569669
661	646.8419921
662	645.7582401
663	644.9825808
664	643.1896718
665	641.4850543
666	640.8825181
667	640.0564359
668	639.6656793
669	636.663247
670	634.3558195
671	632.1848327
672	631.2607823
673	629.4294588
674	627.6835465
675	626.3128453
676	624.5474429
677	623.1438909
678	621.7446254
679	619.400808
680	617.7016362
681	616.1027294
682	614.638043
683	613.7766402
684	610.5368702
685	610.0003622
686	608.0036082
687	606.7447316
688	605.3851857
689	604.6908965
690	603.5576179
691	603.3701548
692	601.9973238
693	600.6987541
694	600.1440301
695	599.952793
696	599.2697406
697	598.5349692
698	597.1598038
699	595.6452206
700	594.5067412
701	591.6504321
702	589.7999748
703	589.0555743
704	587.6347453
705	586.4060192
706	584.9162054
707	584.3675519
708	582.6708932
709	582.1503009
710	581.4464705
711	579.8003297
712	577.7219532
713	576.6562098
714	574.8328239
715	573.0806362
716	572.4841023
717	571.3132106
718	570.4480996
719	569.2121855
720	568.3393386
721	567.8822951
722	566.8387817
723	565.7059879
724	564.885286
725	563.2752589
726	562.5780463
727	561.7124585
728	560.9726876
729	560.1129504
730	559.6002939
731	558.8140375
732	557.245274
733	556.648006
734	555.1599787
735	553.5301247
736	552.1192839
737	550.7967206
738	549.5007967
739	548.8840574
740	548.4448193
741	546.375576
742	545.3398729
743	544.1433492
744	542.7494514
745	541.2477972
746	540.3803815
747	540.0709386
748	539.4121058
749	538.489283
750	537.8563059
751	536.5332026
752	536.0739945
753	534.9191374
754	533.7696351
755	531.9565225
756	530.1902324
757	529.2278033
758	528.7959024
759	528.2238129
760	527.2666686
761	526.2224083
762	525.1274965
763	524.8242091
764	523.8221979
765	522.4956525
766	521.293411
767	519.5950714
768	518.1378038
769	516.9937716
770	515.1517649
771	514.0980094
772	513.3419512
773	513.1334589
774	512.1895874
775	511.9048865
776	510.8589997
777	509.9904518
778	508.9544903
779	508.2591777
780	506.9848949
781	505.8943116
782	504.4597617
783	503.8499966
784	503.0120941
785	501.8402018
786	500.7289955
787	497.6430446
788	497.5112593
789	497.0095049
790	495.5140209
791	492.374696
792	491.3060949
793	490.6605397
794	489.6115618
795	487.1070258
796	486.6446812
797	485.7522039
798	485.0960434
799	484.4497901
800	483.3042052
801	482.3210125
802	481.3990316
803	480.6958358
804	479.7452888
805	479.6467877
806	478.6785313
807	477.8673777
808	476.776294
809	476.0528654
810	474.8411174
811	474.2289673
812	473.5039633
813	470.1552221
814	469.4063697
815	468.1961302
816	467.6681555
817	463.8784509
818	463.5020426
819	463.0346389
820	460.5661309
821	458.8364883
822	457.3623515
823	456.3270532
824	455.4640453
825	454.5752139
826	453.4159941
827	452.590287
828	451.6038835
829	449.6659892
830	448.9861046
831	448.0029187
832	446.9496685
833	445.8762197
834	445.2814348
835	444.6571342
836	443.7648962
837	443.0628653
838	442.6143866
839	441.7849021
840	440.6377415
841	440.0239722
842	438.8171216
843	438.4160813
844	437.40917
845	436.4015633
846	435.6916087
847	435.0228095
848	434.0910319
849	433.1920328
850	432.8867501
851	431.8007832
852	430.6428158
853	430.0484056
854	428.6130002
855	427.9079317
856	427.4115228
857	426.5676091
858	425.6247889
859	424.9802103
860	423.9551031
861	423.4303915
862	422.9666455
863	422.0417084
864	421.2371486
865	420.6025465
866	419.9035096
867	419.3968871
868	419.0732425
869	418.4201108
870	418.0022293
871	417.2287253
872	416.5978723
873	415.8650103
874	415.5848444
875	414.5457882
876	413.863783
877	410.023205
878	407.5939938
879	405.5090693
880	405.1091434
881	402.2087182
882	401.3743712
883	400.5526087
884	400.3013868
885	399.6390071
886	398.9476527
887	398.063478
888	397.5115031
889	394.3033225
890	393.373463
891	392.5811231
892	391.7915177
893	389.5428512
894	389.2388304
895	388.6217659
896	388.1604844
897	387.7905184
898	387.0742392
899	386.506992
900	383.8016215
901	382.9719569
902	382.4507783
903	382.1369754
904	379.561437
905	378.7045704
906	377.909077
907	377.6007578
908	374.7354561
909	374.3975875
910	373.4037517
911	372.8435405
912	372.3724266
913	371.9127272
914	371.2394465
915	370.559054
916	370.188731
917	369.7479742
918	369.4579136
919	368.9933498
920	368.6726289
921	368.5427936
922	368.1334945
923	367.5299822
924	367.1861942
925	366.814048
926	366.2319461
927	365.9045403
928	365.4797467
929	362.8525913
930	362.0755354
931	361.3001933
932	360.7554432
933	358.5679175
934	357.7360094
935	357.3192174
936	356.7325864
937	356.3826841
938	355.7211009
939	353.9686478
940	353.3041809
941	352.8959593
942	351.9324001
943	351.6324407
944	351.0932646
945	350.834666
946	350.2153624
947	349.5130488
948	348.6770207
949	347.7816459
950	346.1306834
951	345.825736
952	345.6014193
953	344.8643289
954	344.5854165
955	344.1232551
956	343.16331
957	342.7470663
958	342.5025089
959	341.9899907
960	341.3102566
961	340.9029721
962	340.2957042
963	339.7874248
964	339.3709499
965	338.6831745
966	338.1420516
967	337.4252617
968	336.9616645
969	336.504803
970	335.8187259
971	335.0749406
972	332.782812
973	332.3574095
974	331.836687
975	331.2377248
976	330.7725838
977	330.1711542
978	329.8216992
979	329.5986287
980	328.8061711
981	328.244239
982	328.128803
983	327.910506
984	327.6128633
985	327.4244609
986	327.28091
987	326.6436714
988	326.4655732
989	325.9219396
990	325.7256224
991	325.0287195
992	324.082164
993	323.6606347
994	323.0101726
995	322.3227451
996	320.1440923
997	319.619948
998	318.0509301
999	317.2517059
1000	316.9759242
1001	316.4320042
1002	316.1338541
1003	315.6003352
1004	314.9535415
1005	314.3918023
1006	314.0495647
1007	313.3448447
1008	312.9612526
1009	312.7498338
1010	312.3815902
1011	310.4663788
1012	309.9339259
1013	309.2945004
1014	308.9940704
1015	307.569353
1016	307.2466178
1017	306.994605
1018	306.641485
1019	305.2853416
1020	304.8934139
1021	304.2852061
1022	303.598188
1023	303.2174923
1024	303.0585168
1025	302.7512177
1026	302.410931
1027	301.9770536
1028	300.4438349
1029	299.9218749
1030	299.6029606
1031	297.3193443
1032	296.7822739
1033	296.3846705
1034	295.9323561
1035	295.3286239
1036	294.8189626
1037	293.0483682
1038	292.8189391
1039	291.192317
1040	290.9221987
1041	289.7937216
1042	289.0859869
1043	288.657744
1044	288.2881628
1045	287.2315768
1046	285.9458049
1047	285.3270806
1048	285.0550077
1049	284.5047667
1050	283.9472569
1051	283.6639433
1052	283.4618026
1053	282.9964221
1054	282.5125534
1055	282.1117792
1056	281.3292246
1057	280.7616755
1058	280.6702186
1059	279.9736398
1060	279.5465654
1061	279.1540182
1062	278.652812
1063	278.3571312
1064	277.9878932
1065	277.6345179
1066	277.1840479
1067	276.7440233
1068	276.2501461
1069	275.6811272
1070	275.4469956
1071	275.2511162
1072	273.8428555
1073	273.6331225
1074	273.1051974
1075	272.5190546
1076	272.3116722
1077	271.9970819
1078	271.8027994
1079	271.1273714
1080	270.7964837
1081	270.301913
1082	270.0951471
1083	269.606694
1084	269.1833316
1085	269.0715454
1086	268.5399198
1087	268.1328032
1088	267.2580293
1089	267.1912263
1090	266.8499956
1091	264.3897478
1092	263.9894976
1093	263.5305738
1094	262.5498948
1095	262.3376878
1096	261.2231175
1097	261.0356189
1098	260.7472844
1099	260.2274667
1100	260.1169901
1101	259.7618415
1102	259.5317566
1103	258.7527376
1104	258.5426254
1105	258.269692
1106	257.7607213
1107	257.5259007
1108	256.4040624
1109	256.1254017
1110	255.6694656
1111	255.5658793
1112	255.3812708
1113	255.0606576
1114	254.0692582
1115	253.3187589
1116	253.0715533
1117	252.4363992
1118	252.3871343
1119	251.6169013
1120	251.4710389
1121	251.2328311
1122	250.9528118
1123	250.4739345
1124	250.1286448
1125	249.8163091
1126	249.5144757
1127	248.9731524
1128	248.5755371
1129	248.4112634
1130	248.1503559
1131	247.3813959
1132	247.166127
1133	246.5626279
1134	246.2198714
1135	245.9342319
1136	245.4672987
1137	245.1076092
1138	244.544337
1139	244.3881803
1140	243.892233
1141	243.74053
1142	243.4932655
1143	243.084478
1144	242.5728757
1145	242.3061978
1146	241.8888797
1147	241.5685524
1148	241.2901837
1149	241.0663246
1150	240.6601007
1151	240.3066311
1152	239.3131844
1153	238.9670005
1154	238.6803202
1155	238.6803133
1156	238.4129202
1157	238.1307796
1158	237.577521
1159	237.4345694
1160	236.8147332
1161	236.2166127
1162	235.9952509
1163	235.7872903
1164	235.485268
1165	235.1851431
1166	234.4721325
1167	234.1556953
1168	233.4115353
1169	233.1076302
1170	232.8323827
1171	232.6138047
1172	232.1129616
1173	231.7211794
1174	231.4527243
1175	231.2000915
1176	230.9944858
1177	230.689414
1178	230.3734574
1179	230.1227713
1180	229.5909978
1181	229.3157357
1182	229.1364011
1183	227.4355455
1184	227.2707283
1185	226.7397061
1186	226.5346446
1187	226.3667217
1188	225.7500999
1189	225.3583792
1190	225.0326915
1191	224.89267
1192	224.7521258
1193	224.3465703
1194	224.2745567
1195	223.8814864
1196	223.5529969
1197	223.0586221
1198	221.3507389
1199	220.8965251
1200	220.5348544
1201	220.2195427
1202	219.6959999
1203	219.4812175
1204	219.2966028
1205	218.9809205
1206	218.4142187
1207	218.0338812
1208	218.0197425
1209	217.773791
1210	217.4082799
1211	217.0899299
1212	216.6406202
1213	216.3200749
1214	216.1637627
1215	215.7087187
1216	215.6192854
1217	215.5679015
1218	215.1064216
1219	214.8130149
1220	214.4803654
1221	214.143676
1222	213.8090734
1223	213.5530661
1224	213.2644518
1225	212.6997476
1226	211.8065511
1227	209.8858753
1228	209.5075411
1229	208.2120282
1230	208.0029831
1231	207.9140434
1232	207.4249382
1233	207.1287483
1234	206.9343361
1235	206.6501034
1236	206.329761
1237	206.0212849
1238	205.7540164
1239	205.4768471
1240	205.1562807
1241	204.8887634
1242	204.6075662
1243	204.3992899
1244	204.1177176
1245	203.8086772
1246	203.5852757
1247	202.8921949
1248	202.1925104
1249	202.0403017
1250	201.7304558
1251	201.3842842
1252	200.8446265
1253	200.6134229
1254	200.6134141
1255	200.2534347
1256	199.9296766
1257	199.5566908
1258	199.1315814
1259	198.8313287
1260	198.7391859
1261	198.3978723
1262	198.1413527
1263	197.7208844
1264	197.6399245
1265	197.2853558
1266	195.4154971
1267	195.0683942
1268	194.8544521
1269	194.71684
1270	194.0601949
1271	193.7975181
1272	193.5343856
1273	193.3437128
1274	193.1009006
1275	192.7424077
1276	191.8751054
1277	191.7182605
1278	191.0256816
1279	190.7161898
1280	190.5157927
1281	190.3347239
1282	190.1849861
1283	189.9353167
1284	189.231169
1285	188.8949232
1286	188.6396738
1287	188.5064945
1288	186.7207879
1289	186.5416172
1290	186.1853701
1291	185.9214291
1292	185.7766586
1293	185.5905359
1294	185.4126196
1295	185.1311328
1296	184.9966893
1297	184.8241899
1298	184.437806
1299	184.0935857
1300	183.8796996
1301	183.5284644
1302	183.1334037
1303	182.8501568
1304	182.6487952
1305	182.5343131
1306	182.4086608
1307	182.1469291
1308	181.9142371
1309	181.5390854
1310	181.2616975
1311	181.0991652
1312	180.5882121
1313	180.4676647
1314	180.114175
1315	180.0752178
1316	179.7091534
1317	179.5393695
1318	179.4429214
1319	179.29683
1320	178.904952
1321	177.4860178
1322	177.3102563
1323	177.1003438
1324	176.5307398
