iter	Passed	Remaining
785	658994	1017835
786	659879	1017069
787	660792	1016345
788	660932	1014435
789	661788	1013625
790	662685	1012877
791	663606	1012166
792	664492	1011403
793	665380	1010640
794	666255	1009859
795	667166	1009131
796	668037	1008342
797	668897	1007536
798	669782	1006769
799	670698	1006047
800	671609	1005318
801	672500	1004558
802	673363	1003755
803	674245	1002982
804	675117	1002193
805	676000	1001420
806	676882	1000645
807	677775	999886
808	678690	999159
809	679584	998402
810	680469	997629
811	681355	996859
812	682259	996115
813	683212	995442
814	684206	994827
815	685083	994042
816	685990	993301
817	686900	992562
818	687782	991784
819	688637	990966
820	689562	990248
821	690458	989489
822	691331	988696
823	692200	987898
824	693062	987089
825	693925	986281
826	694848	985558
827	695761	984822
828	696661	984065
829	696696	982090
830	697568	981296
831	698453	980521
832	699380	979804
833	700295	979070
834	701181	978295
835	702093	977555
836	703058	976890
837	703990	976177
838	704904	975439
839	705803	974681
840	706722	973948
841	707651	973231
842	708533	972446
843	709427	971680
844	710306	970892
845	711202	970127
846	712107	969374
847	712965	968557
848	713843	967766
849	714713	966965
850	715566	966140
851	716441	965346
852	717320	964556
853	718184	963746
854	719080	962979
855	719963	962194
856	720830	961387
857	721725	960618
858	722601	959823
859	723543	959116
860	724402	958298
861	725277	957500
862	726172	956730
863	727045	955930
864	727957	955180
865	728833	954384
866	729711	953590
867	730685	952921
868	731622	952203
869	732512	951424
870	733366	950598
871	734249	949809
872	735183	949086
873	736085	948320
874	736970	947533
875	737846	946734
876	738707	945916
877	739715	945285
878	740601	944498
879	741543	943782
880	741626	941975
881	742501	941175
882	743407	940414
883	744287	939620
884	744425	937891
885	745294	937086
886	746159	936275
887	747057	935504
888	747922	934692
889	748847	933956
890	749718	933150
891	750606	932367
892	751512	931606
893	752430	930858
894	753298	930050
895	754164	929238
896	755035	928432
897	755944	927673
898	756842	926900
899	757725	926109
900	758607	925316
901	759506	924542
902	760368	923725
903	761247	922928
904	762129	922134
905	763000	921327
906	763877	920527
907	764757	919730
908	765646	918944
909	766546	918170
910	767441	917391
911	768309	916579
912	769178	915768
913	770060	914973
914	771145	914418
915	772035	913631
916	772894	912807
917	773786	912022
918	774683	911244
919	775567	910448
920	776447	909649
921	777317	908837
922	778257	908107
923	779187	907365
924	780039	906531
925	780903	905713
926	781774	904901
927	782636	904079
928	783543	903309
929	784433	902520
930	785305	901709
931	786175	900896
932	787051	900090
933	787927	899283
934	788822	898498
935	789711	897705
936	790601	896914
937	791460	896089
938	792338	895283
939	793226	894489
940	794083	893660
941	794950	892841
942	795825	892033
943	796686	891208
944	797563	890401
945	798451	889607
946	799327	888798
947	800179	887963
948	801066	887165
949	802030	886454
950	802963	885707
951	803852	884913
952	804723	884098
953	805588	883276
954	806442	882442
955	807291	881602
956	808182	880809
957	809091	880034
958	809948	879203
959	810820	878388
960	811736	877621
961	812584	876780
962	813491	876002
963	814378	875203
964	815242	874379
965	816113	873562
966	816974	872734
967	817847	871920
968	818725	871110
969	819620	870319
970	820484	869494
971	821350	868671
972	822233	867866
973	823136	867082
974	824137	866400
975	824984	865557
976	825882	864767
977	826752	863948
978	827673	863181
979	828569	862389
980	829436	861565
981	830309	860748
982	831253	860005
983	832115	859176
984	833024	858395
985	833864	857543
986	834770	856760
987	835640	855939
988	836524	855132
989	837382	854299
990	838262	853488
991	839165	852700
992	840059	851902
993	840929	851081
994	841784	850244
995	842657	849426
996	843547	848623
997	844393	847777
998	845272	846964
999	846133	846133
1000	847022	845330
1001	847889	844504
1002	848763	843686
1003	849646	842876
1004	850515	842052
1005	851386	841230
1006	852236	840388
1007	853147	839605
1008	854020	838785
1009	854918	837989
1010	855827	837204
1011	856697	836380
1012	857574	835563
1013	858443	834738
1014	859316	833918
1015	860191	833098
1016	861110	832322
1017	862061	831576
1018	862952	830771
1019	863842	829966
1020	864704	829133
1021	865598	828332
1022	866469	827507
1023	867438	826777
1024	868423	826060
1025	869427	825362
1026	870308	824547
1027	871180	823723
1028	872077	822922
1029	872942	822091
1030	873831	821282
1031	874742	820494
1032	875601	819657
1033	876463	818823
1034	877323	817988
1035	878190	817158
1036	879094	816362
1037	880017	815584
1038	880896	814765
1039	881777	813948
1040	882673	813144
1041	883569	812341
1042	884429	811503
1043	885291	810669
1044	886197	809874
1045	887092	809068
1046	888000	808275
1047	888899	807473
1048	889756	806633
1049	890675	805848
1050	891575	805047
1051	892513	804280
1052	893373	803442
1053	894295	802660
1054	895175	801839
1055	896021	800989
1056	896903	800169
1057	897759	799328
1058	898638	798506
1059	899508	797677
1060	900354	796826
1061	901190	795966
1062	902043	795122
1063	902908	794288
1064	903779	793458
1065	904650	792629
1066	905531	791809
1067	906429	791003
1068	907313	790185
1069	908160	789335
1070	909000	788479
1071	909847	787628
1072	910702	786786
1073	911582	785964
1074	912466	785145
1075	913364	784339
1076	914295	783560
1077	915148	782714
1078	916118	781969
1079	916992	781142
1080	917849	780299
1081	918731	779478
1082	919588	778636
1083	920483	777825
1084	921366	777005
1085	922228	776166
1086	923075	775315
1087	923954	774491
1088	924850	773681
1089	925720	772849
1090	926576	772005
1091	927451	771177
1092	928332	770354
1093	929191	769513
1094	930053	768674
1095	930919	767838
1096	931874	767076
1097	932761	766257
1098	933643	765434
1099	934545	764628
1100	935403	763785
1101	936257	762939
1102	937130	762108
1103	938022	761293
1104	938905	760470
1105	939788	759648
1106	940666	758820
1107	941547	757997
1108	942004	756831
1109	942854	755982
1110	943716	755142
1111	944558	754287
1112	945410	753440
1113	946302	752624
1114	947206	751818
1115	948113	751014
1116	948974	750174
1117	949854	749348
1118	950801	748575
1119	951674	747744
1120	952528	746897
1121	953545	746178
1122	954479	745394
1123	955401	744601
1124	956289	743780
1125	957180	742962
1126	958044	742123
1127	958923	741295
1128	959780	740450
1129	959913	739048
1130	960749	738188
1131	961622	737357
1132	962484	736517
1133	963366	735692
1134	964209	734837
1135	965098	734018
1136	965952	733172
1137	966848	732357
1138	967762	731557
1139	968599	730697
1140	969459	729856
1141	970386	729064
1142	971273	728242
1143	972133	727400
1144	973014	726574
1145	973864	725724
1146	974940	725043
1147	975855	724241
1148	976718	723400
1149	977558	722543
1150	978416	721698
1151	979302	720875
1152	980212	720069
1153	981066	719221
1154	981931	718382
1155	981943	716920
1156	982792	716071
1157	983676	715246
1158	984524	714396
1159	985391	713559
1160	986252	712718
1161	987121	711883
1162	987994	711050
1163	988845	710201
1164	989717	709368
1165	990645	708575
1166	991524	707746
1167	992377	706899
1168	993232	706052
1169	994095	705212
1170	994965	704377
1171	995801	703518
1172	996706	702707
1173	997539	701846
1174	998410	701011
1175	999305	700193
1176	1000195	699371
1177	1001076	698543
1178	1001938	697703
1179	1002844	696891
1180	1003744	696077
1181	1004635	695255
1182	1005567	694462
1183	1005656	693087
1184	1006549	692268
1185	1007418	691432
1186	1008322	690620
1187	1009252	689825
1188	1010169	689022
1189	1011084	688217
1190	1011942	687373
1191	1012789	686521
1192	1013641	685673
1193	1014637	684922
1194	1015512	684089
1195	1016366	683243
1196	1017273	682431
1197	1018140	681593
1198	1019082	680805
1199	1019981	679987
1200	1020886	679174
1201	1021797	678364
1202	1022700	677549
1203	1023598	676731
1204	1024513	675923
1205	1025368	675076
1206	1026261	674254
1207	1027159	673435
1208	1027187	672047
1209	1028089	671232
1210	1028960	670396
1211	1029834	669562
1212	1030715	668733
1213	1031598	667904
1214	1032455	667059
1215	1033305	666210
1216	1034201	665389
1217	1035111	664579
1218	1036004	663756
1219	1036957	662972
1220	1037906	662186
1221	1038781	661351
1222	1039669	660525
1223	1040548	659694
1224	1041431	658864
1225	1042331	658046
1226	1043304	657273
1227	1044196	656449
1228	1045063	655609
1229	1045943	654777
1230	1046815	653940
1231	1047692	653107
1232	1048588	652284
1233	1049483	651461
1234	1050376	650637
1235	1051265	649811
1236	1052121	648964
1237	1053003	648132
1238	1053871	647293
1239	1054767	646470
1240	1055644	645636
1241	1056536	644810
1242	1057390	643961
1243	1058294	643143
1244	1059191	642320
1245	1060054	641477
1246	1060935	640645
1247	1061846	639830
1248	1062725	638996
1249	1063594	638156
1250	1064454	637311
1251	1065334	636477
1252	1066222	635649
1253	1067116	634823
1254	1067131	633476
1255	1067975	632622
1256	1068842	631782
1257	1069723	630949
1258	1070645	630141
1259	1071510	629300
1260	1072372	628455
1261	1073271	627633
1262	1074150	626800
1263	1075056	625982
1264	1075507	624899
1265	1076351	624046
1266	1077235	623214
1267	1078099	622373
1268	1079006	621555
1269	1079874	620715
1270	1080752	619880
1271	1081619	619039
1272	1082512	618213
1273	1083387	617377
1274	1084262	616541
1275	1085194	615737
1276	1086166	614955
1277	1087114	614160
1278	1088139	613407
1279	1089158	612651
1280	1089621	611582
1281	1090548	610775
1282	1091501	609981
1283	1092390	609152
1284	1093283	608324
1285	1094178	607498
1286	1095064	606667
1287	1095923	605821
1288	1096858	605016
1289	1097773	604200
1290	1098712	603398
1291	1099563	602547
1292	1100437	601708
1293	1101345	600888
1294	1102542	600225
1295	1103488	599425
1296	1104402	598608
1297	1105447	597861
1298	1114071	601203
1299	1115377	600587
1300	1116304	599766
1301	1117167	598911
1302	1118092	598089
1303	1118878	597192
1304	1119890	596416
1305	1121264	595832
1306	1122980	595428
1307	1124438	594886
1308	1125994	594394
1309	1127183	593707
1310	1128037	592843
1311	1128252	591644
1312	1129281	590873
1313	1130194	590040
1314	1131098	589203
1315	1131990	588359
1316	1132941	587546
1317	1133890	586732
1318	1134875	585936
1319	1135941	585181
1320	1136941	584393
1321	1138122	583696
1322	1139232	582963
1323	1140225	582169
1324	1141426	581481
